"filename", "language", "Markdown", "Batch", "Shell Script", "HTTP", "JSON", "JavaScript", "Properties", "Log", "ObjectPascal", "HTML", "YAML", "CSS", "SCSS", "Dart", "XML", "comment", "blank", "total"
"/Users/FelixYeung/Projects/event-ticketing-system/server/documentation/feli_logger.md", "Markdown", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 45
"/Users/FelixYeung/Projects/event-ticketing-system/server/documentation/feli_storage.md", "Markdown", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 33
"/Users/FelixYeung/Projects/event-ticketing-system/server/documentation/feli_user.md", "Markdown", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 41
"/Users/FelixYeung/Projects/event-ticketing-system/server/documentation/feli_validation.md", "Markdown", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 28
"/Users/FelixYeung/Projects/event-ticketing-system/server/documentation/template.md", "Markdown", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/FelixYeung/Projects/event-ticketing-system/server/ets.cfg.json", "JSON", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"/Users/FelixYeung/Projects/event-ticketing-system/server/ets.log", "Log", 0, 0, 0, 0, 0, 0, 0, 2118, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2119
"/Users/FelixYeung/Projects/event-ticketing-system/server/fpc.cfg", "Properties", 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 215, 48, 304
"/Users/FelixYeung/Projects/event-ticketing-system/server/fpc.original.cfg", "Properties", 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 216, 45, 295
"/Users/FelixYeung/Projects/event-ticketing-system/server/lib/apis/feli_file.pas", "ObjectPascal", 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 19, 91
"/Users/FelixYeung/Projects/event-ticketing-system/server/lib/apis/feli_storage.pas", "ObjectPascal", 0, 0, 0, 0, 0, 0, 0, 0, 199, 0, 0, 0, 0, 0, 0, 0, 38, 237
"/Users/FelixYeung/Projects/event-ticketing-system/server/lib/classes/feli_collection.pas", "ObjectPascal", 0, 0, 0, 0, 0, 0, 0, 0, 178, 0, 0, 0, 0, 0, 0, 0, 33, 211
"/Users/FelixYeung/Projects/event-ticketing-system/server/lib/classes/feli_document.pas", "ObjectPascal", 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 7, 32
"/Users/FelixYeung/Projects/event-ticketing-system/server/lib/classes/feli_event.pas", "ObjectPascal", 0, 0, 0, 0, 0, 0, 0, 0, 237, 0, 0, 0, 0, 0, 0, 0, 49, 286
"/Users/FelixYeung/Projects/event-ticketing-system/server/lib/classes/feli_event_participant.pas", "ObjectPascal", 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 15, 95
"/Users/FelixYeung/Projects/event-ticketing-system/server/lib/classes/feli_event_ticket.pas", "ObjectPascal", 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 18, 98
"/Users/FelixYeung/Projects/event-ticketing-system/server/lib/classes/feli_middleware.pas", "ObjectPascal", 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 6, 20
"/Users/FelixYeung/Projects/event-ticketing-system/server/lib/classes/feli_response.pas", "ObjectPascal", 0, 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 10, 85
"/Users/FelixYeung/Projects/event-ticketing-system/server/lib/classes/feli_user.pas", "ObjectPascal", 0, 0, 0, 0, 0, 0, 0, 0, 489, 0, 0, 0, 0, 0, 0, 0, 75, 564
"/Users/FelixYeung/Projects/event-ticketing-system/server/lib/classes/feli_user_event.pas", "ObjectPascal", 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 14, 76
"/Users/FelixYeung/Projects/event-ticketing-system/server/lib/config/feli_config.pas", "ObjectPascal", 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 10, 43
"/Users/FelixYeung/Projects/event-ticketing-system/server/lib/constants/feli_constants.pas", "ObjectPascal", 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 2, 14
"/Users/FelixYeung/Projects/event-ticketing-system/server/lib/errors/feli_errors.pas", "ObjectPascal", 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 6, 23
"/Users/FelixYeung/Projects/event-ticketing-system/server/lib/main.pas", "ObjectPascal", 0, 0, 0, 0, 0, 0, 0, 0, 995, 0, 0, 0, 0, 0, 0, 0, 121, 1116
"/Users/FelixYeung/Projects/event-ticketing-system/server/lib/misc/feli_access_level.pas", "ObjectPascal", 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 6, 20
"/Users/FelixYeung/Projects/event-ticketing-system/server/lib/misc/feli_ascii_art.pas", "ObjectPascal", 0, 0, 0, 0, 0, 0, 0, 0, 117, 0, 0, 0, 0, 0, 0, 0, 14, 131
"/Users/FelixYeung/Projects/event-ticketing-system/server/lib/misc/feli_crypto.pas", "ObjectPascal", 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 14, 50
"/Users/FelixYeung/Projects/event-ticketing-system/server/lib/misc/feli_directions.pas", "ObjectPascal", 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 6, 18
"/Users/FelixYeung/Projects/event-ticketing-system/server/lib/misc/feli_exceptions.pas", "ObjectPascal", 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 9, 22
"/Users/FelixYeung/Projects/event-ticketing-system/server/lib/misc/feli_logger.pas", "ObjectPascal", 0, 0, 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 18, 101
"/Users/FelixYeung/Projects/event-ticketing-system/server/lib/misc/feli_operators.pas", "ObjectPascal", 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 6, 22
"/Users/FelixYeung/Projects/event-ticketing-system/server/lib/misc/feli_stack_tracer.pas", "ObjectPascal", 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 15, 88
"/Users/FelixYeung/Projects/event-ticketing-system/server/lib/misc/feli_validation.pas", "ObjectPascal", 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 19, 110
"/Users/FelixYeung/Projects/event-ticketing-system/server/lib/misc/feli_value_types.pas", "ObjectPascal", 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 6, 18
"Total", "-", 406, 12, 15, 19, 2455, 66824, 75, 2118, 3035, 317, 31, 114, 108, 4232, 62, 595, 1198, 81616
